454|2020-05-04 19:36:45|6_
169|2020-05-04 19:37:00|6_
165|2020-05-04 19:39:03|6_
164|2020-05-04 19:39:26|6_
208|2020-05-04 19:39:36|6_
165|2020-05-05 07:53:19|6_
454|2020-05-05 07:57:12|6_
169|2020-05-05 07:59:08|6_
208|2020-05-05 08:00:22|6_
164|2020-05-05 08:01:00|6_
454|2020-05-05 19:51:27|6_
164|2020-05-05 19:51:48|6_
169|2020-05-05 19:52:17|6_
165|2020-05-05 19:52:28|6_
208|2020-05-05 19:53:01|6_
165|2020-05-06 07:56:59|6_
164|2020-05-06 07:57:10|6_
454|2020-05-06 07:58:52|6_
208|2020-05-06 08:00:10|6_
169|2020-05-06 08:02:29|6_
454|2020-05-06 19:34:07|6_
169|2020-05-06 19:34:46|6_
164|2020-05-06 19:35:56|6_
208|2020-05-06 19:36:51|6_
165|2020-05-06 19:36:55|6_
165|2020-05-07 07:53:53|6_
208|2020-05-07 07:59:10|6_
169|2020-05-07 07:59:40|6_
454|2020-05-07 07:59:59|6_
164|2020-05-07 08:02:50|6_
454|2020-05-07 20:04:17|6_
169|2020-05-07 20:04:20|6_
164|2020-05-07 20:04:45|6_
165|2020-05-07 20:05:19|6_
208|2020-05-07 20:05:28|6_
165|2020-05-08 07:54:37|6_
169|2020-05-08 07:56:01|6_
164|2020-05-08 07:58:35|6_
454|2020-05-08 07:58:40|6_
208|2020-05-08 08:00:26|6_
454|2020-05-08 19:58:09|6_
169|2020-05-08 19:59:50|6_
164|2020-05-08 20:00:12|6_
165|2020-05-08 20:00:15|6_
165|2020-05-09 07:57:10|6_
164|2020-05-09 07:59:20|6_
454|2020-05-09 08:00:18|6_
169|2020-05-09 08:01:37|6_
208|2020-05-09 08:03:36|6_
454|2020-05-09 16:56:15|6_
208|2020-05-09 16:56:23|6_
169|2020-05-09 16:56:28|6_
165|2020-05-09 16:56:45|6_
164|2020-05-09 16:56:58|6_
165|2020-05-11 07:55:02|6_
184|2020-05-11 07:56:07|6_
164|2020-05-11 07:57:52|6_
454|2020-05-11 07:58:04|6_
169|2020-05-11 07:59:09|6_
208|2020-05-11 08:05:01|6_
454|2020-05-11 20:09:15|6_
169|2020-05-11 20:09:21|6_
208|2020-05-11 20:09:30|6_
165|2020-05-11 20:09:41|6_
164|2020-05-11 20:09:55|6_
184|2020-05-12 07:59:55|6_
164|2020-05-12 08:00:06|6_
454|2020-05-12 08:00:37|6_
208|2020-05-12 08:01:11|6_
169|2020-05-12 08:01:15|6_
454|2020-05-12 20:00:06|6_
169|2020-05-12 20:00:10|6_
184|2020-05-12 20:00:13|6_
164|2020-05-12 20:00:20|6_
208|2020-05-12 20:00:25|6_
165|2020-05-12 20:00:31|6_
165|2020-05-13 07:52:04|6_
454|2020-05-13 07:57:42|6_
169|2020-05-13 07:58:41|6_
164|2020-05-13 07:58:57|6_
208|2020-05-13 08:02:55|6_
454|2020-05-13 19:59:06|6_
208|2020-05-13 19:59:55|6_
169|2020-05-13 20:00:04|6_
165|2020-05-13 20:00:07|6_
184|2020-05-13 20:00:28|6_
164|2020-05-13 20:00:41|6_
165|2020-05-14 07:54:49|6_
184|2020-05-14 07:57:35|6_
169|2020-05-14 07:59:26|6_
208|2020-05-14 07:59:31|6_
454|2020-05-14 07:59:40|6_
164|2020-05-14 08:04:31|6_
164|2020-05-14 20:00:19|6_
169|2020-05-14 20:00:24|6_
454|2020-05-14 20:00:28|6_
208|2020-05-14 20:01:02|6_
184|2020-05-14 20:02:14|6_
165|2020-05-14 20:02:18|6_
165|2020-05-15 07:56:25|6_
169|2020-05-15 07:56:58|6_
164|2020-05-15 07:58:42|6_
208|2020-05-15 08:00:17|6_
454|2020-05-15 08:01:34|6_
184|2020-05-15 08:02:02|6_
169|2020-05-15 20:12:44|6_
165|2020-05-15 20:13:22|6_
208|2020-05-15 20:13:29|6_
184|2020-05-15 20:14:15|6_
164|2020-05-15 20:14:23|6_
165|2020-05-16 07:56:14|6_
164|2020-05-16 07:59:39|6_
169|2020-05-16 08:03:32|6_
208|2020-05-16 08:03:42|6_
169|2020-05-16 17:01:11|6_
164|2020-05-16 17:01:30|6_
165|2020-05-18 07:57:01|6_
184|2020-05-18 07:57:07|6_
169|2020-05-18 07:59:14|6_
164|2020-05-18 07:59:37|6_
454|2020-05-18 08:02:25|6_
208|2020-05-18 08:03:23|6_
454|2020-05-18 20:01:24|6_
169|2020-05-18 20:01:31|6_
208|2020-05-18 20:04:00|6_
164|2020-05-18 20:04:19|6_
184|2020-05-18 20:04:51|6_
165|2020-05-19 07:55:43|6_
164|2020-05-19 07:58:13|6_
454|2020-05-19 07:59:41|6_
169|2020-05-19 08:00:10|6_
208|2020-05-19 08:00:25|6_
184|2020-05-19 08:03:13|6_
454|2020-05-19 20:01:18|6_
164|2020-05-19 20:01:39|6_
169|2020-05-19 20:01:45|6_
165|2020-05-19 20:01:51|6_
208|2020-05-19 20:01:57|6_
184|2020-05-19 20:03:12|6_
165|2020-05-20 07:54:12|6_
454|2020-05-20 07:58:20|6_
184|2020-05-20 07:59:33|6_
169|2020-05-20 08:01:25|6_
208|2020-05-20 08:02:01|6_
164|2020-05-20 08:02:48|6_
169|2020-05-20 20:01:41|6_
454|2020-05-20 20:01:56|6_
164|2020-05-20 20:04:29|6_
184|2020-05-20 20:04:36|6_
208|2020-05-20 20:04:46|6_
165|2020-05-20 20:04:49|6_
165|2020-05-21 07:55:25|6_
164|2020-05-21 07:58:40|6_
184|2020-05-21 07:59:59|6_
454|2020-05-21 08:00:18|6_
169|2020-05-21 08:00:24|6_
208|2020-05-21 08:03:05|6_
454|2020-05-21 19:59:12|6_
169|2020-05-21 19:59:24|6_
165|2020-05-21 19:59:27|6_
208|2020-05-21 19:59:34|6_
184|2020-05-21 19:59:54|6_
164|2020-05-21 20:00:05|6_
165|2020-05-22 07:55:36|6_
164|2020-05-22 07:58:35|6_
208|2020-05-22 07:58:48|6_
184|2020-05-22 08:00:16|6_
454|2020-05-22 08:00:34|6_
169|2020-05-22 08:00:39|6_
454|2020-05-22 19:58:18|6_
184|2020-05-22 19:58:28|6_
169|2020-05-22 19:59:16|6_
165|2020-05-22 20:00:11|6_
208|2020-05-22 20:00:37|6_
164|2020-05-22 20:00:47|6_
165|2020-05-23 07:53:50|6_
454|2020-05-23 07:58:02|6_
208|2020-05-23 08:00:27|6_
169|2020-05-23 08:00:41|6_
184|2020-05-23 08:01:51|6_
164|2020-05-23 08:02:23|6_
169|2020-05-23 16:59:58|6_
164|2020-05-23 17:00:30|6_
208|2020-05-23 17:00:44|6_
454|2020-05-23 17:00:48|6_
184|2020-05-23 17:00:51|6_
165|2020-05-23 17:01:02|6_
165|2020-05-25 07:53:48|6_
164|2020-05-25 07:56:59|6_
454|2020-05-25 07:59:20|6_
184|2020-05-25 07:59:59|6_
169|2020-05-25 08:00:21|6_
208|2020-05-25 08:01:58|6_
169|2020-05-25 20:11:02|6_
165|2020-05-25 20:11:34|6_
164|2020-05-25 20:11:44|6_
454|2020-05-25 20:11:52|6_
165|2020-05-26 07:52:06|6_
454|2020-05-26 07:56:53|6_
208|2020-05-26 07:59:05|6_
169|2020-05-26 07:59:09|6_
164|2020-05-26 08:00:34|6_
169|2020-05-26 20:00:32|6_
454|2020-05-26 20:00:43|6_
164|2020-05-26 20:02:09|6_
208|2020-05-26 20:02:15|6_
165|2020-05-27 07:55:24|6_
169|2020-05-27 07:59:19|6_
454|2020-05-27 07:59:33|6_
208|2020-05-27 08:01:46|6_
164|2020-05-27 08:04:43|6_
169|2020-05-27 20:00:50|6_
454|2020-05-27 20:01:13|6_
208|2020-05-27 20:02:02|6_
165|2020-05-27 20:02:05|6_
164|2020-05-27 20:03:26|6_
165|2020-05-28 07:58:54|6_
164|2020-05-28 07:59:09|6_
208|2020-05-28 07:59:21|6_
169|2020-05-28 07:59:26|6_
454|2020-05-28 08:00:27|6_
454|2020-05-28 20:00:48|6_
169|2020-05-28 20:01:38|6_
165|2020-05-28 20:02:06|6_
164|2020-05-28 20:02:17|6_
208|2020-05-28 20:03:05|6_
165|2020-05-29 07:57:48|6_
208|2020-05-29 08:01:20|6_
169|2020-05-29 08:02:25|6_
454|2020-05-29 08:02:32|6_
164|2020-05-29 08:03:44|6_
454|2020-05-29 20:03:05|6_
169|2020-05-29 20:03:32|6_
164|2020-05-29 20:04:11|6_
208|2020-05-29 20:04:20|6_
165|2020-05-29 20:04:45|6_
165|2020-05-30 07:51:35|6_
454|2020-05-30 07:55:52|6_
169|2020-05-30 07:57:43|6_
164|2020-05-30 07:59:09|6_
208|2020-05-30 08:01:02|6_
164|2020-05-30 17:01:45|6_
454|2020-05-30 17:01:51|6_
169|2020-05-30 17:03:17|6_
208|2020-05-30 17:04:27|6_
165|2020-05-30 17:04:32|6_
165|2020-06-01 07:52:38|6_
164|2020-06-01 07:54:18|6_
208|2020-06-01 07:54:24|6_
454|2020-06-01 07:55:31|6_
169|2020-06-01 07:59:33|6_
454|2020-06-01 20:13:00|6_
164|2020-06-01 20:13:08|6_
169|2020-06-01 20:13:11|6_
208|2020-06-01 20:13:19|6_
165|2020-06-01 20:13:29|6_
165|2020-06-02 07:54:07|6_
164|2020-06-02 07:54:22|6_
208|2020-06-02 07:57:22|6_
454|2020-06-02 07:58:26|6_
169|2020-06-02 07:59:35|6_
169|2020-06-02 20:01:56|6_
454|2020-06-02 20:02:08|6_
165|2020-06-02 20:02:27|6_
164|2020-06-02 20:02:45|6_
208|2020-06-02 20:03:10|6_
165|2020-06-03 07:48:45|6_
169|2020-06-03 07:55:14|6_
454|2020-06-03 07:56:11|6_
164|2020-06-03 08:01:14|6_
208|2020-06-03 08:01:54|6_
454|2020-06-03 20:00:36|6_
208|2020-06-03 20:00:41|6_
169|2020-06-03 20:00:49|6_
165|2020-06-03 20:01:19|6_
164|2020-06-03 20:01:34|6_
165|2020-06-04 07:48:58|6_
164|2020-06-04 07:52:38|6_
454|2020-06-04 07:53:48|6_
169|2020-06-04 07:58:08|6_
208|2020-06-04 07:58:37|6_
169|2020-06-04 20:00:25|6_
454|2020-06-04 20:01:25|6_
165|2020-06-04 20:01:28|6_
164|2020-06-04 20:02:16|6_
208|2020-06-04 20:02:20|6_
165|2020-06-05 07:49:49|6_
454|2020-06-05 07:53:09|6_
208|2020-06-05 07:58:09|6_
169|2020-06-05 07:59:56|6_
164|2020-06-05 08:03:01|6_
169|2020-06-05 20:01:26|6_
454|2020-06-05 20:01:31|6_
165|2020-06-05 20:02:01|6_
208|2020-06-05 20:02:23|6_
164|2020-06-05 20:02:54|6_
165|2020-06-06 07:52:53|6_
454|2020-06-06 07:54:02|6_
164|2020-06-06 07:56:35|6_
169|2020-06-06 07:57:19|6_
208|2020-06-06 07:59:34|6_
169|2020-06-06 17:01:36|6_
165|2020-06-06 17:02:13|6_
164|2020-06-06 17:03:57|6_
165|2020-06-08 07:48:57|6_
454|2020-06-08 07:55:55|6_
164|2020-06-08 07:59:28|6_
208|2020-06-08 08:01:00|6_
164|2020-06-08 20:09:52|6_
454|2020-06-08 20:09:56|6_
208|2020-06-08 20:10:04|6_
165|2020-06-08 20:12:45|6_
165|2020-06-09 07:50:41|6_
164|2020-06-09 07:53:55|6_
454|2020-06-09 07:56:25|6_
208|2020-06-09 07:58:15|6_
169|2020-06-09 07:59:59|6_
454|2020-06-09 20:01:57|6_
169|2020-06-09 20:02:02|6_
208|2020-06-09 20:02:33|6_
165|2020-06-09 20:02:41|6_
164|2020-06-09 20:02:59|6_
165|2020-06-10 07:51:28|6_
169|2020-06-10 07:51:37|6_
454|2020-06-10 07:53:19|6_
164|2020-06-10 07:57:25|6_
208|2020-06-10 07:59:54|6_
169|2020-06-10 20:00:39|6_
454|2020-06-10 20:01:04|6_
165|2020-06-10 20:01:48|6_
164|2020-06-10 20:02:20|6_
208|2020-06-10 20:02:58|6_
165|2020-06-11 07:53:10|6_
164|2020-06-11 07:55:13|6_
454|2020-06-11 07:55:30|6_
208|2020-06-11 07:57:27|6_
169|2020-06-11 07:59:31|6_
169|2020-06-11 20:00:12|6_
208|2020-06-11 20:01:04|6_
454|2020-06-11 20:01:14|6_
165|2020-06-11 20:01:56|6_
164|2020-06-11 20:02:09|6_
165|2020-06-12 07:54:56|6_
208|2020-06-12 07:55:09|6_
164|2020-06-12 07:55:21|6_
169|2020-06-12 07:56:44|6_
454|2020-06-12 07:59:28|6_
169|2020-06-12 20:00:08|6_
165|2020-06-12 20:00:53|6_
454|2020-06-12 20:01:06|6_
208|2020-06-12 20:01:20|6_
164|2020-06-12 20:01:40|6_
165|2020-06-13 07:48:13|6_
454|2020-06-13 07:55:56|6_
208|2020-06-13 07:56:52|6_
164|2020-06-13 07:59:16|6_
169|2020-06-13 08:00:18|6_
169|2020-06-13 17:00:33|6_
454|2020-06-13 17:01:00|6_
208|2020-06-13 17:01:20|6_
165|2020-06-13 17:01:41|6_
164|2020-06-13 17:02:17|6_
165|2020-06-15 07:56:05|6_
208|2020-06-15 07:56:49|6_
169|2020-06-15 07:59:44|6_
454|2020-06-15 08:00:47|6_
164|2020-06-15 08:02:34|6_
169|2020-06-15 20:00:06|6_
454|2020-06-15 20:00:52|6_
208|2020-06-15 20:01:15|6_
165|2020-06-15 20:01:27|6_
164|2020-06-15 20:01:33|6_
165|2020-06-16 07:52:04|6_
208|2020-06-16 07:55:27|6_
454|2020-06-16 07:56:36|6_
169|2020-06-16 07:57:30|6_
164|2020-06-16 07:58:14|6_
169|2020-06-16 20:00:04|6_
454|2020-06-16 20:00:10|6_
208|2020-06-16 20:00:16|6_
165|2020-06-16 20:00:24|6_
164|2020-06-16 20:00:49|6_
165|2020-06-17 07:58:00|6_
164|2020-06-17 07:59:45|6_
169|2020-06-17 08:00:09|6_
454|2020-06-17 08:00:51|6_
208|2020-06-17 08:02:00|6_
