270|2019-09-16 07:51:14|1_
270|2019-09-16 07:51:15|1_
360|2019-09-16 07:51:48|1_
262|2019-09-16 07:52:16|1_
39|2019-09-16 07:57:02|1_
230|2019-09-16 08:00:31|1_
120|2019-09-16 08:00:33|1_
25|2019-09-16 08:03:18|1_
283|2019-09-16 08:04:18|1_
31|2019-09-16 08:06:38|1_
110|2019-09-16 08:07:33|1_
146|2019-09-16 08:17:59|1_
26|2019-09-16 08:21:46|1_
26|2019-09-16 08:21:47|1_
390|2019-09-16 08:25:27|1_
54|2019-09-16 08:26:27|1_
389|2019-09-16 08:28:21|1_
48|2019-09-16 08:28:24|1_
34|2019-09-16 08:30:56|1_
288|2019-09-16 08:58:13|1_
387|2019-09-16 09:17:44|1_
396|2019-09-16 10:08:04|1_
48|2019-09-16 15:56:18|1_
288|2019-09-16 16:01:50|1_
31|2019-09-16 16:02:32|1_
283|2019-09-16 16:02:50|1_
54|2019-09-16 16:03:32|1_
230|2019-09-16 16:04:22|1_
120|2019-09-16 16:04:24|1_
24|2019-09-16 16:08:05|1_
270|2019-09-17 07:57:53|1_
270|2019-09-17 07:57:54|1_
262|2019-09-17 07:58:15|1_
380|2019-09-17 07:58:22|1_
380|2019-09-17 07:58:23|1_
360|2019-09-17 07:58:48|1_
230|2019-09-17 07:59:33|1_
120|2019-09-17 07:59:36|1_
25|2019-09-17 08:02:45|1_
262|2019-09-17 08:05:27|1_
283|2019-09-17 08:10:26|1_
396|2019-09-17 08:17:18|1_
396|2019-09-17 08:17:19|1_
146|2019-09-17 08:22:25|1_
26|2019-09-17 08:25:02|1_
26|2019-09-17 08:25:03|1_
24|2019-09-17 08:25:16|1_
54|2019-09-17 08:25:48|1_
34|2019-09-17 08:29:47|1_
48|2019-09-17 08:30:33|1_
1|2019-09-17 08:45:23|1_
387|2019-09-17 08:49:32|1_
288|2019-09-17 09:01:11|1_
31|2019-09-17 09:25:16|1_
120|2019-09-17 13:20:01|1_
387|2019-09-17 14:49:35|1_
230|2019-09-17 14:51:25|1_
120|2019-09-17 15:24:37|1_
387|2019-09-17 16:26:29|1_
283|2019-09-17 16:42:48|1_
230|2019-09-17 16:53:51|1_
54|2019-09-17 20:01:20|1_
387|2019-09-17 20:04:34|1_
31|2019-09-17 20:05:01|1_
34|2019-09-17 20:05:15|1_
288|2019-09-17 20:05:33|1_
283|2019-09-17 20:07:03|1_
230|2019-09-17 20:08:42|1_
120|2019-09-17 20:08:49|1_
360|2019-09-18 07:58:08|1_
230|2019-09-18 07:58:11|1_
270|2019-09-18 07:58:18|1_
270|2019-09-18 07:58:19|1_
262|2019-09-18 07:58:25|1_
396|2019-09-18 07:58:30|1_
380|2019-09-18 07:58:33|1_
380|2019-09-18 07:58:34|1_
